Field,Omitted_year,Beta,SE,z,p_value,OR,OR_CI_lower,OR_CI_upper,Annual_odds_change_percent
国际经济学,2020,0.20177972007909578,0.06734599999378331,2.996164881325127,0.002733985613233327,1.22357844865929,1.072273928251036,1.3962329779531575,22.357844865929
国际经济学,2021,0.19070627040595484,0.057463335018216495,3.3187469948533077,0.000904223154120634,1.2101039565301694,1.0812071341596596,1.3543672986842616,21.010395653016943
国际经济学,2022,0.19464594242743602,0.053486419820757705,3.639165662606105,0.00027352280455132053,1.2148807725966815,1.0939692104366632,1.349156153157165,21.48807725966815
国际经济学,2023,0.1913896719167545,0.051643968614361734,3.7059443155096856,0.00021060457077144758,1.210931226048709,1.0943575660607237,1.3399225990625303,21.093122604870906
国际经济学,2024,0.21341397752631183,0.05382424979374921,3.9650153665698897,7.33912190301317e-05,1.237897006725129,1.1139568961919004,1.3756268348421363,23.789700672512893
国际经济学,2025,0.11678331917712433,0.07335182964309432,1.592098244111336,0.1113626315825699,1.123875880954624,0.9733746088606711,1.2976473644304114,12.387588095462409
