Year,发展经济学,经济史,金融学,产业组织,国际经济学,劳动经济学,宏观经济学,微观经济学,公共财政,方法与杂项
2020,0.06993006993006994,0.08741258741258741,0.16433566433566432,0.10139860139860139,0.06293706293706294,0.06293706293706294,0.10839160839160839,0.027972027972027972,0.11188811188811189,0.20279720279720279
2021,0.0726643598615917,0.07958477508650519,0.1453287197231834,0.1314878892733564,0.0726643598615917,0.08650519031141868,0.06228373702422145,0.031141868512110725,0.08304498269896193,0.23529411764705882
2022,0.0657439446366782,0.1245674740484429,0.14186851211072665,0.08304498269896193,0.0726643598615917,0.05190311418685121,0.09342560553633218,0.04844290657439446,0.09342560553633218,0.22491349480968859
2023,0.06956521739130435,0.06086956521739131,0.1565217391304348,0.10869565217391304,0.07391304347826087,0.0782608695652174,0.13043478260869565,0.034782608695652174,0.10869565217391304,0.1782608695652174
2024,0.040983606557377046,0.07377049180327869,0.1557377049180328,0.12704918032786885,0.0860655737704918,0.06967213114754098,0.14344262295081966,0.05737704918032787,0.10245901639344263,0.14344262295081966
2025,0.05905511811023622,0.05905511811023622,0.15748031496062992,0.1220472440944882,0.14173228346456693,0.06692913385826772,0.05905511811023622,0.04330708661417323,0.1141732283464567,0.17716535433070865
